Key,Version,Timeline (Days after Entering Journey),Email Name,Preheader,Email Body Text,Links Clicked (Date range 7/21/2024-12/31/2024),Total Clicks,Unique Clicks,Net CTR,Version.1,Links Clicked (Date range 1/1/23-7/21/24),Total Clicks.1,Unique Clicks.1,Net CTR.1,Version.2,Links Clicked (Date range 1/1/23-7/21/24).1,Total Clicks.2,Unique Clicks.2,Net CTR.2,Version.3,Links Clicked (Date range 1/1/23-10/12/23),Total Clicks.3,Unique Clicks.3,Net CTR.3
9,9,1,RFI Dynamic Email_blocks,Step 1 – done!,"Welcome FIRST NAME,  

Thank you for your interest in the ACADEMIC PROGRAM program at the School of Computing and Information (SCI!) 

I’m Jane, Graduate Admissions Manager for the School of Computing and Information. I’m here to be your resource for questions or concerns as you explore and pursue your goals here! 
Feel free to reach me at jeb286@pitt.edu or by phone at 412-383-2031. 

Jane’s Signature 

About the School of Computing and Information 

At SCI, our purpose is to support discovery, innovation, and entrepreneurship, driven by data and technology. We unleash powerful computational discoveries in fields of Medicine, Education, Urbanism, Climate, and Humanities.   

Today, the complex challenges we face demand the next level of integrative thinking, bringing computer scientists, information scientists, social scientists and domain experts to the table.  

The University of Pittsburgh’s School of Computing and Information prepares professionals and leaders for this collaboration, inquiry, insights, and solutions in all human pursuits.",,,,,,,,,,,,,,,,our department,1,1,0.0005
9,9,1,RFI Dynamic Email_blocks,Step 1 – done!,"Welcome FIRST NAME,  

Thank you for your interest in the ACADEMIC PROGRAM program at the School of Computing and Information (SCI!) 

I’m Jane, Graduate Admissions Manager for the School of Computing and Information. I’m here to be your resource for questions or concerns as you explore and pursue your goals here! 
Feel free to reach me at jeb286@pitt.edu or by phone at 412-383-2031. 

Jane’s Signature 

About the School of Computing and Information 

At SCI, our purpose is to support discovery, innovation, and entrepreneurship, driven by data and technology. We unleash powerful computational discoveries in fields of Medicine, Education, Urbanism, Climate, and Humanities.   

Today, the complex challenges we face demand the next level of integrative thinking, bringing computer scientists, information scientists, social scientists and domain experts to the table.  

The University of Pittsburgh’s School of Computing and Information prepares professionals and leaders for this collaboration, inquiry, insights, and solutions in all human pursuits.",,,,,,,,,,,,,,,,Our faculty,1,1,0.0005
9,9,1,RFI Dynamic Email_blocks,Step 1 – done!,"Welcome FIRST NAME,  

Thank you for your interest in the ACADEMIC PROGRAM program at the School of Computing and Information (SCI!) 

I’m Jane, Graduate Admissions Manager for the School of Computing and Information. I’m here to be your resource for questions or concerns as you explore and pursue your goals here! 
Feel free to reach me at jeb286@pitt.edu or by phone at 412-383-2031. 

Jane’s Signature 

About the School of Computing and Information 

At SCI, our purpose is to support discovery, innovation, and entrepreneurship, driven by data and technology. We unleash powerful computational discoveries in fields of Medicine, Education, Urbanism, Climate, and Humanities.   

Today, the complex challenges we face demand the next level of integrative thinking, bringing computer scientists, information scientists, social scientists and domain experts to the table.  

The University of Pittsburgh’s School of Computing and Information prepares professionals and leaders for this collaboration, inquiry, insights, and solutions in all human pursuits.",,,,,,,,,,,,,,,,Telecommunications,1,1,0.0005
9,9,1,RFI Dynamic Email_blocks,Step 1 – done!,"Welcome FIRST NAME,  

Thank you for your interest in the ACADEMIC PROGRAM program at the School of Computing and Information (SCI!) 

I’m Jane, Graduate Admissions Manager for the School of Computing and Information. I’m here to be your resource for questions or concerns as you explore and pursue your goals here! 
Feel free to reach me at jeb286@pitt.edu or by phone at 412-383-2031. 

Jane’s Signature 

About the School of Computing and Information 

At SCI, our purpose is to support discovery, innovation, and entrepreneurship, driven by data and technology. We unleash powerful computational discoveries in fields of Medicine, Education, Urbanism, Climate, and Humanities.   

Today, the complex challenges we face demand the next level of integrative thinking, bringing computer scientists, information scientists, social scientists and domain experts to the table.  

The University of Pittsburgh’s School of Computing and Information prepares professionals and leaders for this collaboration, inquiry, insights, and solutions in all human pursuits.",,,,,,,,,,,,,,,,Telecommunications and Distributed Systems,1,1,0.0005
10,9,15,Invite to Information sessions - journey,,"FIRST NAME – we know you have questions. 

Deciding on graduate school is a big deal, so it makes sense that you’d want to talk about it first. For that, we host virtual Graduate Admissions Information Sessions throughout the year. You can attend a session based on the kind of degree you’re interested in.  

We’ll briefly cover the most frequently asked questions about your degree before opening a free-flowing Q&A. 

Jot down your questions and Register now! 

If our sessions don’t work with your schedule, don’t worry. Send me an email and I’ll be happy to help. 

Jane’s Signature ",Register now,7,5,0.082,6,https://pittforms.tfaforms.net/424165?j=%%jobid%%&sfmc_sub=%%SubscriberID%%&l=%%List_%%&u=%%JobURLID%%&mid=%%MemberID%%&jb=%%_JobSubscriberBatchID%%,42,36,0.0406,5,https://pittforms.tfaforms.net/424165?j=%%jobid%%&sfmc_sub=%%SubscriberID%%&l=%%List_%%&u=%%JobURLID%%&mid=%%MemberID%%&jb=%%_JobSubscriberBatchID%%,40,29,0.0769,4,https://pittforms.tfaforms.net/424165?j=%%jobid%%&sfmc_sub=%%SubscriberID%%&l=%%List_%%&u=%%JobURLID%%&mid=%%MemberID%%&jb=%%_JobSubscriberBatchID%%,98,67,0.0378
10,9,15,Invite to Information sessions - journey,,"FIRST NAME – we know you have questions. 

Deciding on graduate school is a big deal, so it makes sense that you’d want to talk about it first. For that, we host virtual Graduate Admissions Information Sessions throughout the year. You can attend a session based on the kind of degree you’re interested in.  

We’ll briefly cover the most frequently asked questions about your degree before opening a free-flowing Q&A. 

Jot down your questions and Register now! 

If our sessions don’t work with your schedule, don’t worry. Send me an email and I’ll be happy to help. 

Jane’s Signature ",https://www.sci.pitt.edu/admissions/information-sessions,7,1,0.016,,Register now,35,25,0.0282,,APPLY NOW,10,4,0.0106,,REGISTER NOW,69,56,0.0316
10,9,15,Invite to Information sessions - journey,,"FIRST NAME – we know you have questions. 

Deciding on graduate school is a big deal, so it makes sense that you’d want to talk about it first. For that, we host virtual Graduate Admissions Information Sessions throughout the year. You can attend a session based on the kind of degree you’re interested in.  

We’ll briefly cover the most frequently asked questions about your degree before opening a free-flowing Q&A. 

Jot down your questions and Register now! 

If our sessions don’t work with your schedule, don’t worry. Send me an email and I’ll be happy to help. 

Jane’s Signature ",https://pittforms.tfaforms.net/424165,1,1,0.016,,Unsubscribe,13,8,0.009,,Unsubscribe,4,4,0.0106,,Unsubscribe,17,16,0.009
10,9,15,Invite to Information sessions - journey,,"FIRST NAME – we know you have questions. 

Deciding on graduate school is a big deal, so it makes sense that you’d want to talk about it first. For that, we host virtual Graduate Admissions Information Sessions throughout the year. You can attend a session based on the kind of degree you’re interested in.  

We’ll briefly cover the most frequently asked questions about your degree before opening a free-flowing Q&A. 

Jot down your questions and Register now! 

If our sessions don’t work with your schedule, don’t worry. Send me an email and I’ll be happy to help. 

Jane’s Signature ",,,,,,https://pittforms.tfaforms.net/424165,5,4,0.0045,,https://pittforms.tfaforms.net/424165,1,1,0.0027,,APPLY NOW,11,6,0.0034
10,9,15,Invite to Information sessions - journey,,"FIRST NAME – we know you have questions. 

Deciding on graduate school is a big deal, so it makes sense that you’d want to talk about it first. For that, we host virtual Graduate Admissions Information Sessions throughout the year. You can attend a session based on the kind of degree you’re interested in.  

We’ll briefly cover the most frequently asked questions about your degree before opening a free-flowing Q&A. 

Jot down your questions and Register now! 

If our sessions don’t work with your schedule, don’t worry. Send me an email and I’ll be happy to help. 

Jane’s Signature ",,,,,,LEARN MORE,164,3,0.0034,,LEARN MORE,1,1,0.0027,,twitter follow,5,4,0.0023
10,9,15,Invite to Information sessions - journey,,"FIRST NAME – we know you have questions. 

Deciding on graduate school is a big deal, so it makes sense that you’d want to talk about it first. For that, we host virtual Graduate Admissions Information Sessions throughout the year. You can attend a session based on the kind of degree you’re interested in.  

We’ll briefly cover the most frequently asked questions about your degree before opening a free-flowing Q&A. 

Jot down your questions and Register now! 

If our sessions don’t work with your schedule, don’t worry. Send me an email and I’ll be happy to help. 

Jane’s Signature ",,,,,,https://www.sci.pitt.edu/admissions/take-next-step,2,2,0.0023,,,,,,,ATTEND EVENT,3,3,0.0017
